country,denomination,series,metal,fineness,weight_grams,diameter_mm,thickness_mm,edge,years_start,years_end,asset_category,numista_url,notes
USA,Quarter Dollar,Barber (1892-1916),Ag,0.9,6.25,24.33,1.75,Reeded,1892,1916,COIN,https://en.numista.com/catalogue/pieces10591.html,
