country,denomination,series,metal,fineness,weight_grams,diameter_mm,thickness_mm,edge,years_start,years_end,asset_category,numista_url,ngc_url,pcgs_url,notes
Germany,1 Reichspfennig,,,,,,,,,,,,,,
Germany,2 Reichspfennig,,,,,,,,,,,,,,
Germany,5 Reichspfennig,,,,,,,,,,,,,,
Germany,10 Reichspfennig,,,,,,,,,,,,,,
Germany,50 Reichspfennig,,,,,,,,,,,,,,
